ws,hs,wa,ha,a0,a1,a2,a3,direction
552,32,712,32,0,1,0,0,1
560,32,712,32,0,1,0,0,1
568,32,712,32,0,1,0,0,1
576,32,712,32,0,1,0,0,1
584,32,712,32,0,1,0,0,1
592,32,712,32,0,1,0,0,1
600,32,712,32,0,1,0,0,1
608,32,712,32,0,1,0,0,1
616,32,712,32,0,1,0,0,1
624,32,712,32,0,1,0,0,1
632,32,712,32,0,1,0,0,1
640,32,712,32,0,1,0,0,1
648,32,712,32,0,1,0,0,1
656,32,712,32,0,1,0,0,1
664,32,712,32,0,1,0,0,1
672,32,712,32,0,1,0,0,1
680,32,712,32,0,1,0,0,1
688,32,712,32,0,1,0,0,1
696,32,712,32,0,1,0,0,1
704,32,712,32,0,1,0,0,0
704,40,576,96,1,0,0,0,0
704,48,576,96,1,0,0,0,0
704,56,576,96,1,0,0,0,0
704,64,576,96,1,0,0,0,0
704,72,576,96,1,0,0,0,0
704,80,576,96,1,0,0,0,0
704,88,576,96,1,0,0,0,0
704,96,576,96,0,0,0,1,3
696,96,576,96,0,0,0,1,3
688,96,576,96,0,0,0,1,3
680,96,576,96,0,0,0,1,3
672,96,576,96,0,0,0,1,3
664,96,576,96,0,0,0,1,3
656,96,576,96,0,0,0,1,3
648,96,576,96,0,0,0,1,3
640,96,576,96,0,0,0,1,3
632,96,576,96,0,0,0,1,3
624,96,576,96,0,0,0,1,3
616,96,576,96,0,0,0,1,3
608,96,576,96,0,0,0,1,3
600,96,576,96,0,0,0,1,3
592,96,576,96,0,0,0,1,3
584,96,576,96,0,0,0,1,0
584,104,272,232,1,0,0,0,0
584,112,272,232,1,0,0,0,0
584,120,272,232,1,0,0,0,0
584,128,272,232,1,0,0,0,0
584,136,272,232,1,0,0,0,0
584,144,272,232,1,0,0,0,0
584,152,272,232,1,0,0,0,0
584,160,272,232,1,0,0,0,0
584,168,272,232,1,0,0,0,0
584,176,272,232,1,0,0,0,0
584,184,272,232,1,0,0,0,0
584,192,272,232,1,0,0,0,0
584,200,272,232,1,0,0,0,0
584,208,272,232,1,0,0,0,0
584,216,272,232,1,0,0,0,0
584,224,272,232,1,0,0,0,0
584,232,272,232,0,0,0,1,3
576,232,272,232,0,0,0,1,3
568,232,272,232,0,0,0,1,3
560,232,272,232,0,0,0,1,3
552,232,272,232,0,0,0,1,3
544,232,272,232,0,0,0,1,3
536,232,272,232,0,0,0,1,3
528,232,272,232,0,0,0,1,3
520,232,272,232,0,0,0,1,3
512,232,272,232,0,0,0,1,3
504,232,272,232,0,0,0,1,3
496,232,272,232,0,0,0,1,3
488,232,272,232,0,0,0,1,3
480,232,272,232,0,0,0,1,3
472,232,272,232,0,0,0,1,3
464,232,272,232,0,0,0,1,3
456,232,272,232,0,0,0,1,3
448,232,272,232,0,0,0,1,3
440,232,272,232,0,0,0,1,3
432,232,272,232,0,0,0,1,3
424,232,272,232,0,0,0,1,3
416,232,272,232,0,0,0,1,3
408,232,272,232,0,0,0,1,3
400,232,272,232,0,0,0,1,3
392,232,272,232,0,0,0,1,3
384,232,272,232,0,0,0,1,3
376,232,272,232,0,0,0,1,3
368,232,272,232,0,0,0,1,3
360,232,272,232,0,0,0,1,3
352,232,272,232,0,0,0,1,3
344,232,272,232,0,0,0,1,3
336,232,272,232,0,0,0,1,3
328,232,272,232,0,0,0,1,3
320,232,272,232,0,0,0,1,3
312,232,272,232,0,0,0,1,3
304,232,272,232,0,0,0,1,3
296,232,272,232,0,0,0,1,3
288,232,272,232,0,0,0,1,3
280,232,272,232,0,0,0,1,2
280,224,104,112,0,0,1,0,2
280,216,104,112,0,0,1,0,2
280,208,104,112,0,0,1,0,2
280,200,104,112,0,0,1,0,2
280,192,104,112,0,0,1,0,2
280,184,104,112,0,0,1,0,2
280,176,104,112,0,0,1,0,2
280,168,104,112,0,0,1,0,2
280,160,104,112,0,0,1,0,2
280,152,104,112,0,0,1,0,2
280,144,104,112,0,0,1,0,2
280,136,104,112,0,0,1,0,2
280,128,104,112,0,0,1,0,2
280,120,104,112,0,0,1,0,2
280,112,104,112,0,0,0,1,3
272,112,104,112,0,0,0,1,3
264,112,104,112,0,0,0,1,3
256,112,104,112,0,0,0,1,3
248,112,104,112,0,0,0,1,3
240,112,104,112,0,0,0,1,3
232,112,104,112,0,0,0,1,3
224,112,104,112,0,0,0,1,3
216,112,104,112,0,0,0,1,3
208,112,104,112,0,0,0,1,3
200,112,104,112,0,0,0,1,3
192,112,104,112,0,0,0,1,3
184,112,104,112,0,0,0,1,3
176,112,104,112,0,0,0,1,3
168,112,104,112,0,0,0,1,3
160,112,104,112,0,0,0,1,3
152,112,104,112,0,0,0,1,3
144,112,104,112,0,0,0,1,3
136,112,104,112,0,0,0,1,3
128,112,104,112,0,0,0,1,3
120,112,104,112,0,0,0,1,3
112,112,104,112,0,0,0,1,0
112,120,544,136,1,0,0,0,0
112,128,544,136,1,0,0,0,0
112,136,544,136,0,1,0,0,1
120,136,544,136,0,1,0,0,1
128,136,544,136,0,1,0,0,1
136,136,544,136,0,1,0,0,1
144,136,544,136,0,1,0,0,1
152,136,544,136,0,1,0,0,1
160,136,544,136,0,1,0,0,1
168,136,544,136,0,1,0,0,1
176,136,544,136,0,1,0,0,1
184,136,544,136,0,1,0,0,1
192,136,544,136,0,1,0,0,1
200,136,544,136,0,1,0,0,1
208,136,544,136,0,1,0,0,1
216,136,544,136,0,1,0,0,1
224,136,544,136,0,1,0,0,1
232,136,544,136,0,1,0,0,1
240,136,544,136,0,1,0,0,1
248,136,544,136,0,1,0,0,1
256,136,544,136,0,1,0,0,1
264,136,544,136,0,1,0,0,1
272,136,544,136,0,1,0,0,1
